818	935	1431	1891	2868	3020	2398	464	669.68	13738.6973	3.2189	0	456	799.72	17370.6016	3.2189	0	678	1231.64	29910.7871	3.2189	0	1043	1556.88	69806.4297	3.2189	0	1011	2694.1201	83793.7813	3.2189	0	1229	2735.8	114884.8594	3.2189	0	1228	2016.4399	126713.2891	3.2189	0	0.84	0.1344	0.94	0.12	0.12	0.5296	0.7216	304.381	0.88	0.1056	0.94	0.12	0.12	0.3669	0.7888	321.9836	1.84	0.1344	0.92	0.16	0.16	0.6905	0.6576	35.4971	2.4	0.48	0.696	0.8	0.64	1.5503	0.248	6.6721	4.6	0.32	0.78	0.44	0.44	1.3851	0.28	1.6977	4.92	0.4736	0.572	1.24	0.92	1.926	0.1616	0.4022	3.4	0.48	0.5184	2.2	1.16	2.1343	0.1328	-1.49
284	433	614	696	2585	2466	1916	331	291.52	8103.7686	3.0316	0	364	389.6	11321.2793	3.2189	0	526	665.92	18263.5137	3.1634	0	756	711.52	42158.4063	3.2189	0	1208	2658.1201	84702.5938	3.1634	0	1483	2146.24	135186.9688	3.2189	0	1728	1581.24	194230.5625	3.1634	0	0	0	1	0	0	0	1	#NAME?	0	0	0.98	0.04	0.04	0.1679	0.9232	#NAME?	0.72	0.2016	0.82	0.36	0.36	1.0322	0.4336	113.732	0.8	0.32	0.688	0.72	0.64	1.5351	0.2576	5.5905	4.4	0.48	0.728	0.64	0.56	1.7892	0.2416	-0.3449	3.72	0.5216	0.608	1.36	0.88	2.3006	0.1168	-3.6293	2.64	0.7104	0.604	1.08	0.84	2.2316	0.1232	-2.8315
351	425	787	783	2913	2217	1322	338	310.72	6957.002	3.2189	0	377	387.68	8391.4971	3.1634	0	482	734.68	14331.0176	3.2189	0	724	697.04	31753.793	3.1634	0	1877	2954.1599	215306.6094	3.2189	0	1941	1944.92	271451.375	3.2189	0	1362	1085	147233.0469	3.2189	0	0	0	1	0	0	0	1	#NAME?	0	0	0.98	0.04	0.04	0.1679	0.9232	#NAME?	0.88	0.1056	0.96	0.08	0.08	0.606	0.7152	161.2523	0.8	0.16	0.84	0.32	0.32	1.2195	0.4016	33.5421	5.08	1.1136	0.56	1.84	1.04	2.567	0.088	-9.857	3.4	1.2	0.556	1.56	1	2.567	0.088	-11.0824	1.64	0.3904	0.736	0.72	0.56	1.8694	0.1808	-0.1564
287	367	676	662	2762	2073	1377	835	496.96	60892.4375	3.108	0	902	591.4	69683.3594	3.1634	0	1251	987.48	144474.5	3.2189	0	1815	1117.8	287895.9375	3.2189	0	1346	2893.3601	123216.8594	3.2189	0	2477	2586.5601	610729	3.1634	0	2023	1702.36	388829.5938	3.2189	0	0.28	0.2016	0.9	0.2	0.2	0.7605	0.5648	25.8049	0.36	0.3904	0.856	0.48	0.32	1.0496	0.4912	1.1104	1.36	0.5504	0.812	0.76	0.44	1.1605	0.4848	0.9722	1.6	1.12	0.756	1.16	0.6	1.5386	0.3792	-3.7418	5.04	0.4384	0.728	0.64	0.56	1.7597	0.1904	0.5777	4.72	2.2016	0.556	2.04	1.08	2.3006	0.1168	-2.7709	2.88	1.6256	0.636	1.4	0.84	2.1098	0.1616	-2.9929
481	585	975	1124	3040	2383	1619	389	477.72	14992.6016	3.1634	0	529	609.56	20830.5664	3.2189	0	606	1008.24	35400.0156	3.2189	0	875	1117.96	75582.3672	3.108	0	1288	2770.6001	110949.6875	3.2189	0	1686	2387.3201	223188.2344	3.2189	0	1556	1717.4399	191030.4063	3.2189	0	0.28	0.2016	0.88	0.24	0.24	0.915	0.5104	10.7713	0.56	0.2464	0.82	0.36	0.36	1.2024	0.3216	42.4515	1.32	0.2176	0.86	0.28	0.28	0.9589	0.4752	13.7485	1.64	0.2304	0.82	0.36	0.36	1.2226	0.3088	22.2774	4.6	0.4	0.74	0.52	0.52	1.7143	0.2096	1.0331	4.16	1.0144	0.624	1.04	0.8	2.0261	0.1616	-0.5955	3.04	0.8384	0.616	0.96	0.8	2.0013	0.1712	-0.8866
450	559	859	1074	2411	2494	2086	282	355.88	5033.1455	3.1634	0	327	454.72	6698.042	3.1634	0	404	762.6	8733.04	3.087	0	644	860.72	26257.7227	3.2189	0	882	2682.28	47144.8438	3.108	0	1108	2277.6799	77360.8594	3.2189	0	1358	1687.92	121990.7813	3.2189	0	0	0	1	0	0	0	1	#NAME?	0.08	0.0736	0.92	0.16	0.16	0.5506	0.7184	-3.2327	1	0	1	0	0	0	1	677.0834	1.16	0.1344	0.82	0.36	0.36	0.9007	0.4752	32.1228	4.36	0.3904	0.76	0.48	0.48	1.1859	0.3568	2.4648	4	0.4	0.704	0.88	0.64	1.7128	0.248	0.3282	2.92	0.6336	0.656	1.36	0.8	2.0335	0.168	-1.6197
466	619	963	1093	1746	1823	1458	549	394.32	31119.1738	3.2189	0	657	516.16	45844.9297	3.1634	0	731	843.12	64206.4258	3.1634	0	1236	930.52	159167.9375	3.1634	0	1977	2091.24	243246.0156	3.2189	0	2219	1760.8	311391.3438	3.2189	0	1876	1311.48	298117.1875	3.2189	0	0.24	0.1824	0.88	0.24	0.24	0.8159	0.5616	2.8512	0.4	0.24	0.86	0.28	0.28	1.1859	0.3568	34.5314	1	0.48	0.72	0.56	0.56	1.7597	0.1904	3.2779	1.2	0.8	0.708	0.68	0.6	1.976	0.1584	-0.669	3.4	1.12	0.516	2.6	1.24	2.4879	0.0976	-6.272	3.12	1.3856	0.64	1.68	0.88	2.2343	0.1328	-2.9517	2.12	1.0656	0.652	1.08	0.76	2.2661	0.1232	-5.2872
363	459	746	870	2432	2218	1625	371	373.48	6505.8496	3.2189	0	376	469.76	7063.7026	3.1634	0	437	772.88	9209.7852	3.1634	0	841	894.24	33295.0625	3.2189	0	1238	2476.5601	104675.1875	3.2189	0	2179	2203.4399	216951.1094	3.2189	0	1727	1580.6	160623.2031	3.108	0	0	0	1	0	0	0	1	#NAME?	0.08	0.0736	0.86	0.28	0.28	0.7605	0.5648	-3.2327	0.96	0.0384	0.98	0.04	0.04	0.1679	0.9232	351.4692	1.12	0.1856	0.76	0.48	0.48	1.2289	0.3504	12.3207	4.12	0.6656	0.712	0.96	0.64	1.8734	0.1744	0.6376	3.84	1.0944	0.656	1.36	0.8	1.9187	0.2	-1.145	2.64	0.8704	0.7	1.08	0.68	1.7547	0.248	-0.1593
466	592	954	1106	2717	2681	2189	382	433.64	6356.4707	3.1634	0	460	546.28	9862.3613	3.108	0	644	885.12	19464.0254	3.2189	0	867	1032.3199	32863.4141	3.1634	0	1232	2795.96	90303.9531	3.2189	0	1176	2558.6399	74855.6641	3.2189	0	937	1841.12	45934.5039	3.2189	0	0.04	0.0384	0.98	0.04	0.04	0.1679	0.9232	#NAME?	0.2	0.16	0.9	0.2	0.2	0.7593	0.6064	2.8512	1.08	0.0736	0.94	0.12	0.12	0.4433	0.7824	26.1148	1.48	0.2496	0.82	0.36	0.36	1.1389	0.36	17.16	4.64	0.4704	0.728	0.64	0.56	1.7003	0.2064	0.5146	4.56	0.4064	0.78	0.44	0.44	1.4406	0.2768	1.3423	3.16	0.2144	0.82	0.36	0.36	1.0671	0.4592	4.5903
320	417	666	750	2729	2506	1885	307	397.12	5924.585	3.1634	0	346	487.76	7724.1816	3.108	0	402	764.64	8286.1504	3.1634	0	676	918.88	29068.5059	3.2189	0	901	2701.76	61105.543	3.2189	0	867	2523.1201	56796.582	3.2189	0	1273	1885.12	116423.4609	3.2189	0	0	0	1	0	0	0	1	#NAME?	0.12	0.1056	0.92	0.16	0.16	0.5296	0.7216	-3.2327	0.96	0.0384	0.96	0.08	0.08	0.3342	0.8496	179.7057	1.16	0.2144	0.868	0.36	0.28	1.1259	0.4848	6.2866	4.6	0.32	0.72	0.56	0.56	1.565	0.2352	1.0178	4.6	0.32	0.656	0.88	0.72	1.6143	0.2224	1.839	3.2	0.48	0.62	1.24	0.84	2.0188	0.1424	0.6031
292	339	606	649	2690	2224	1591	196	171.76	3061.9424	3.1634	0	230	222.36	3356.9504	2.9971	0	239	474.48	4427.0498	3.108	0	414	395.16	13716.374	3.2189	0	994	3088.8799	52374.4258	3.2189	0	847	1716.04	52394.1133	3.2189	0	1063	889.12	59893.7031	3.2189	0	0	0	1	0	0	0	1	#NAME?	0	0	1	0	0	0	1	#NAME?	0.08	0.0736	0.88	0.24	0.24	0.7038	0.6096	-3.2327	0.12	0.1056	0.86	0.28	0.28	0.915	0.5104	2.8512	5.28	0.2016	0.708	0.68	0.6	1.4905	0.2672	1.0576	2.92	0.3136	0.768	0.56	0.48	1.5669	0.248	3.173	1.36	0.3104	0.756	0.68	0.52	1.6223	0.2448	2.383
241	306	594	565	3291	2119	1356	224	276.68	3349.6577	3.108	0	259	347.12	4128.5054	3.2189	0	296	623.88	5403.4653	3.1634	0	488	643.4	15962.1582	3.2189	0	1369	2927	106527.3594	3.2189	0	994	2166.9199	46612.1367	3.2189	0	1140	1415.92	64697.9844	3.2189	0	0	0	1	0	0	0	1	#NAME?	0	0	1	0	0	0	1	#NAME?	0.68	0.2176	0.72	0.56	0.56	1.3094	0.2896	50.3715	0.84	0.1344	0.78	0.44	0.44	1.1242	0.3728	89.9718	5.04	0.3584	0.7	0.6	0.6	1.4905	0.2544	1.7304	3.8	0.24	0.744	0.8	0.56	1.3319	0.3632	3.8432	2.36	0.4704	0.564	1.16	0.92	1.8779	0.184	1.609
449	621	914	1058	2576	3256	2699	645	381.72	39221.1641	3.1634	0	762	492.68	51497.4219	3.2189	0	949	795.2	80053.1953	3.2189	0	1454	905.84	199175.0313	3.2189	0	2043	2921.96	236611.6406	3.2189	0	2314	2336.5601	555734.375	3.2189	0	2334	1624.08	546055.125	3.2189	0	0.16	0.1344	0.88	0.24	0.24	0.7038	0.6096	-3.2327	0.36	0.2304	0.88	0.24	0.24	1.0504	0.4272	26.6114	0.84	0.4544	0.7	0.6	0.6	1.6895	0.2	8.3911	1.16	1.0144	0.624	1.04	0.8	2.2005	0.1296	-4.6979	5	1.04	0.66	1.16	0.76	2.3906	0.1072	-4.3496	4.08	2.4736	0.516	2.12	1.16	2.7334	0.072	-12.692	2.8	1.84	0.54	1.88	1.08	2.6225	0.0784	-10.7551
257	372	597	627	2591	1752	1072	336	324.88	6767.3047	3.2189	0	413	429.04	10481.1582	3.2189	0	578	734.36	18577.3496	3.108	0	762	780.44	34632.1641	3.2189	0	766	2616.5601	31352.4063	3.2189	0	1668	2137.5601	204707.2813	3.2189	0	2053	1506.64	307339.6563	3.2189	0	0	0	1	0	0	0	1	#NAME?	0.08	0.0736	0.92	0.16	0.16	0.7038	0.6096	25.8049	0.96	0.1184	0.88	0.24	0.24	0.9715	0.5392	11.9621	1.04	0.1184	0.88	0.24	0.24	1.015	0.4976	16.1489	4.4	0.24	0.74	0.52	0.52	1.2551	0.3088	2.8489	3.76	0.8224	0.648	1.28	0.8	2.3006	0.1168	-3.5897	2.48	1.3696	0.552	1.76	1.04	2.567	0.088	-10.5211
284	342	619	644	2599	2133	1573	230	282.44	2705.8464	3.1634	0	239	354.8	3472	3.1634	0	224	629.16	3140.2942	3.108	0	489	641.88	12341.7051	3.2189	0	850	2781.9199	38085.1094	3.2189	0	716	2182.52	29178.3281	3.1634	0	1052	1463.88	57295.1484	3.2189	0	0	0	1	0	0	0	1	#NAME?	0	0	1	0	0	0	1	#NAME?	0.76	0.1824	0.84	0.32	0.32	0.9907	0.4656	121.652	0.84	0.1344	0.92	0.16	0.16	0.6905	0.6576	153.3322	4.72	0.2816	0.78	0.44	0.44	1.4026	0.2704	1.8157	3.88	0.1856	0.868	0.36	0.28	1.2571	0.4368	1.1989	2.4	0.32	0.696	0.8	0.64	1.7942	0.184	2.5789
314	403	735	767	2673	2180	1283	136	328.88	1470.3455	3.2189	0	180	428.2	2296.4001	2.9416	0	193	762.76	3097.1421	3.1634	0	313	801.6	7715.5996	3.1634	0	1029	2763	96050.1563	3.1634	0	872	2244.6399	74365.2656	3.2189	0	584	1323.28	25432.2813	3.2189	0	0	0	1	0	0	0	1	#NAME?	0	0	1	0	0	0	1	#NAME?	1	0	1	0	0	0	1	677.0834	1	0	1	0	0	0	1	677.0834	4.64	0.3104	0.748	0.6	0.52	1.6449	0.2096	1.2914	3.96	0.4384	0.72	0.56	0.56	1.8542	0.1648	1.1634	2.16	0.1344	0.88	0.24	0.24	0.9596	0.5008	7.029
622	687	1008	1359	2866	3048	2160	458	342.6	13627.5996	3.1634	0	468	410.92	14230.7119	3.2189	0	571	688.68	19673.3359	3.2189	0	977	764.8	61803.8398	3.2189	0	946	2792.8401	45076.1328	3.2189	0	1513	2360.9199	164150.4688	3.2189	0	1438	1458.8	162092.4688	3.2189	0	0.08	0.0736	0.92	0.16	0.16	0.5506	0.7184	-3.2327	0.08	0.0736	0.92	0.16	0.16	0.5506	0.7184	-3.2327	0.76	0.1824	0.84	0.32	0.32	1.1554	0.3824	105.8119	0.88	0.2656	0.78	0.44	0.44	1.5437	0.2672	10.9085	4.76	0.2624	0.788	0.52	0.44	1.386	0.3312	1.3123	4.2	0.8	0.6	1.28	0.88	2.3798	0.1008	-3.7575	2.48	0.6496	0.604	1.08	0.84	2.0816	0.1584	-4.5982
327	397	731	760	3021	2536	1763	434	367.12	11737.5449	3.2189	0	485	457.4	17258.5586	3.2189	0	700	783.72	28121.9609	3.2189	0	955	847.64	56797.8281	3.2189	0	1093	2871.6399	95630.7891	3.2189	0	1343	2374.48	92792.6484	3.1634	0	1585	1642.6	132215.6875	3.2189	0	0.08	0.0736	0.9	0.2	0.2	0.635	0.6608	-3.2327	0.16	0.1344	0.88	0.24	0.24	0.9596	0.5008	10.7713	0.92	0.1536	0.84	0.32	0.32	1.0496	0.4912	15.3373	1.12	0.2656	0.8	0.4	0.4	1.4206	0.3248	9.3924	4.84	0.5344	0.72	0.56	0.56	1.8361	0.1712	0.6343	4.32	0.4576	0.728	0.64	0.56	1.9193	0.1776	-0.3161	2.8	0.72	0.628	1.32	0.84	2.2824	0.1104	-3.3074
292	356	621	710	2235	1913	1368	32579	13263.7998	253584800	2.2424	0	32517	13308.6797	252419392	2.2978	0	32257	13460	248508528	2.2424	0	32293	13491.6797	247700176	2.2978	0	30590	14572.2402	220714272	2.2978	0	31105	14277.9199	227916128	2.2978	0	31732	13961.8398	235792736	2.2978	0	25.2	952.56	0.7601	952.56	15.12	0.9422	0.4432	-0.0004	25.2	952.56	0.7601	952.56	15.12	0.9422	0.4432	-0.0004	25.48	938.6496	0.6201	937.84	15.28	1.8179	0.1776	-0.0019	25.64	930.6304	0.7001	932.6799	15.08	1.5329	0.2672	-0.0015	27.64	833.6704	0.7201	826.16	14.16	1.4716	0.296	-0.0015	27.2	854.56	0.5601	854.8799	14.72	1.8462	0.168	-0.002	26.6	883.4399	0.6201	888.48	14.88	1.8015	0.1776	-0.002
421	541	915	986	2743	2715	2112	343	368.12	8112.3457	3.2189	0	407	485.88	11748.5049	3.0316	0	529	817.04	20982.0391	3.108	0	766	865.04	40587.2383	3.2189	0	1346	2839.9199	147625.0313	3.2189	0	1271	2446.1599	102063.25	3.2189	0	1818	1746.88	192985.625	3.2189	0	0	0	1	0	0	0	1	#NAME?	0.12	0.1056	0.92	0.16	0.16	0.5296	0.7216	-3.2327	0.92	0.0736	0.96	0.08	0.08	0.4988	0.7792	169.1723	1.12	0.1856	0.86	0.28	0.28	0.916	0.5488	19.5976	4.8	0.88	0.676	0.84	0.68	2.016	0.152	-0.0696	4.32	0.5376	0.672	1.04	0.72	2.0024	0.1552	-0.2709	3.04	0.8384	0.604	1.56	0.92	2.3107	0.1136	-5.6661
327	400	679	778	2555	2192	1512	275	320.12	4259.626	3.2189	0	317	410.92	5945.4326	3.2189	0	375	704.44	8848.9658	3.108	0	616	762	21294.082	3.108	0	741	2765.96	43927.5469	3.1634	0	1191	2172.28	70727.3203	3.2189	0	1093	1460.52	69881.7656	3.2189	0	0	0	1	0	0	0	1	#NAME?	0.04	0.0384	0.96	0.08	0.08	0.4433	0.7824	11.143	0.96	0.0384	0.98	0.04	0.04	0.1679	0.9232	351.4692	1.04	0.1184	0.92	0.16	0.16	0.7938	0.6	18.9538	4.64	0.2304	0.78	0.44	0.44	1.204	0.3408	3.4075	3.8	0.32	0.736	0.72	0.56	1.7332	0.232	0.3059	2.56	0.3264	0.748	0.6	0.52	1.6002	0.2192	2.431
309	381	693	701	2934	2222	1360	506	294.4	25830.2422	3.1634	0	561	374	35758.6445	3.2189	0	791	673	60948.8789	3.2189	0	1097	669.68	120146.8438	3.2189	0	1036	2808.24	47871.6289	3.1634	0	2067	2105.72	456678.125	3.2189	0	2234	1370.36	512445.5313	3.2189	0	0.04	0.0384	0.96	0.08	0.08	0.3342	0.8496	-3.2327	0.12	0.1056	0.86	0.28	0.28	0.7842	0.5584	-3.2327	0.56	0.3264	0.92	0.16	0.16	1.2428	0.36	6.7129	0.72	0.6016	0.8	0.4	0.4	1.5884	0.264	3.6738	4.72	0.3616	0.828	0.44	0.36	1.5315	0.3184	0.4347	3.72	1.5616	0.76	0.48	0.48	2.1925	0.1328	-2.1688	2.24	2.0224	0.712	0.96	0.64	2.5077	0.1168	-8.303
302	419	749	983	2246	2375	2001	74	276.12	366.9856	3.0316	-0.0001	83	392	420.1601	2.9416	0	119	697.24	849.2224	3.1634	0	226	903.88	3296.1855	3.2189	0	444	2228.1599	9581.2559	3.1634	0	620	2300.52	22386.1699	3.2189	0	575	1910.08	24362.9551	3.2189	0	0	0	1	0	0	0	1	#NAME?	0	0	1	0	0	0	1	#NAME?	1	0	0.98	0.04	0.04	0.1679	0.9232	351.4692	1	0	0.98	0.04	0.04	0.1679	0.9232	80.6123	3.68	0.2176	0.78	0.44	0.44	1.2801	0.3056	5.528	4.12	0.1056	0.86	0.28	0.28	0.8741	0.5488	3.5557	3.24	0.1824	0.76	0.48	0.48	1.1594	0.3504	4.3082
417	523	879	1006	2754	2486	1660	874	613.68	55792.0547	3.1634	0	1033	753.92	78171.1953	3.0525	0	1442	1209.72	174107.9688	3.2189	0	2008	1458.16	295194.375	3.2189	0	1625	2981.5601	212026.7188	3.1634	0	2062	2921.8799	364430.125	3.2189	0	1907	2116.1599	322691.5625	3.2189	0	0.52	0.3296	0.76	0.48	0.48	1.4921	0.2352	11.3154	0.8	0.56	0.82	0.36	0.36	1.5968	0.232	9.3056	1.72	0.7616	0.76	0.48	0.48	1.7348	0.2	0.9092	2.24	1.3824	0.668	0.76	0.68	2.1451	0.1328	-2.1606	5.08	0.7136	0.7	0.6	0.6	1.7461	0.2128	0.1031	5.36	1.4304	0.5824	1.88	1	2.4907	0.0944	-5.3839	3.76	1.2224	0.6464	1.56	0.84	2.2978	0.1264	-4.8407
368	420	744	825	2681	2348	1593	414	225.28	10605.4014	3.108	0	429	296.44	12880.3262	3.1634	0	627	553.56	22139.7637	3.2189	0	888	517	49577.2813	3.2189	0	1628	2792.76	94626.0234	3.2189	0	1726	1711.72	261662.5	3.2189	0	1628	1017.44	213992.1563	3.2189	0	0	0	1	0	0	0	1	#NAME?	0	0	1	0	0	0	1	#NAME?	0.32	0.2176	0.84	0.32	0.32	1.1554	0.3824	18.6913	0.4	0.32	0.788	0.52	0.44	1.3442	0.344	-0.7218	4.72	0.3616	0.608	1.36	0.88	2.0567	0.168	-1.8795	2.84	1.1744	0.532	2.28	1.16	2.567	0.088	-10.9318	1.6	0.88	0.6	1.28	0.88	2.3243	0.1104	-5.798
