409	512	897	990	2750	2323	1714	205	316.52	3084.0093	3.1634	0	230	415.76	3800.5823	3.108	0	322	758.04	7018.5186	3.1634	0	469	776.6	16201.04	3.2189	0	620	2591.6399	22155.2695	3.2189	0	1148	1811.88	91558.0938	3.1634	0	1022	1282.04	77346.0469	3.2189	0	0	0	1	0	0	0	1	#NAME?	0	0	1	0	0	0	1	#NAME?	1	0	1	0	0	0	1	677.0834	1	0	1	0	0	0	1	677.0834	4.56	0.2464	0.8	0.4	0.4	1.3541	0.2672	3.1963	3.28	0.3616	0.74	0.52	0.52	1.7003	0.2064	2.5977	2.28	0.3616	0.64	0.72	0.72	1.5758	0.2352	5.8998	6
373	498	837	889	1748	1485	1186	341	321.08	15886.873	3.2189	0	415	433	24338.8789	3.2189	0	491	758.28	31273.6426	3.1634	0	770	772.2	81358.1563	3.1634	0	1967	2079.72	234434.8438	3.2189	0	1537	1460.24	194431.6094	3.2189	0	1325	1021.92	166922.9375	3.2189	0	0	0	1	0	0	0	1	#NAME?	0.36	0.2304	0.9	0.2	0.2	1.0504	0.4272	34.5314	1	0	0.98	0.04	0.04	0.1679	0.9232	351.4692	0.96	0.6784	0.78	0.44	0.44	1.5968	0.232	6.5072	3.56	0.8064	0.56	1.84	1.04	2.5088	0.0944	-8.9697	2.36	0.8704	0.628	1.8	0.92	1.9916	0.168	0.5878	1.84	0.7744	0.716	0.76	0.6	1.9571	0.1552	1.0247	6
241	329	595	598	2008	1500	1014	299	315.48	5703.5293	3.1634	0	303	400.32	5418.2974	3.108	0	392	725.44	10583.0459	3.108	0	678	766.16	29308.5352	3.2189	0	1030	2493	100840.7188	3.2189	0	1803	1788.24	122459.375	3.2189	0	1733	1234.96	113709.3984	3.2189	0	0.04	0.0384	0.98	0.04	0.04	0.1679	0.9232	#NAME?	0.12	0.1056	0.9	0.2	0.2	0.635	0.6608	-3.2327	1	0	1	0	0	0	1	677.0834	1.12	0.1056	0.92	0.16	0.16	0.5296	0.7216	27.1161	4.36	0.4704	0.716	0.76	0.6	1.8989	0.1872	-0.0985	3.2	0.4	0.788	0.52	0.44	1.4615	0.2992	2.0043	2.08	0.3936	0.808	0.48	0.4	1.4219	0.3536	1.8543	6
534	646	1113	1265	3338	3188	2593	266	378.28	4485.2417	3.1634	0	304	484.08	6152.3135	3.2189	0	463	853.52	12414.8896	3.2189	0	608	909.72	23353.7227	3.1634	0	1588	3192.6399	119349.1094	3.2189	0	1384	2424.9199	99315.8203	3.2189	0	1402	1643.52	114812.4063	3.1634	0	0.04	0.0384	0.96	0.08	0.08	0.3342	0.8496	-3.2327	0.28	0.2016	0.84	0.32	0.32	1.2096	0.3504	26.6114	1.08	0.0736	0.92	0.16	0.16	0.5506	0.7184	27.1161	1.24	0.1824	0.82	0.36	0.36	1.0504	0.4272	13.3221	5.64	0.6304	0.588	0.92	0.84	1.8667	0.1776	0.3065	4.4	0.48	0.736	0.72	0.56	1.8004	0.1936	0.3193	2.92	0.5536	0.676	0.84	0.68	2.033	0.1616	-2.0588	6
288	413	678	684	3512	2588	1820	245	386.16	5033.1743	3.2189	0	304	482.2	5926.3198	3.0525	0	295	814.76	5142.7422	3.1634	0	543	900.88	24670.3457	3.2189	0	838	3238.0801	66654.2188	3.1634	0	1016	2694.28	93662.5938	3.1634	0	1424	1950.84	200974.5781	3.2189	0	0	0	1	0	0	0	1	#NAME?	0.4	0.24	0.82	0.36	0.36	1.3241	0.2832	42.4515	1	0	1	0	0	0	1	677.0834	1.28	0.2016	0.84	0.32	0.32	1.2096	0.3504	16.7336	5.76	0.4224	0.708	0.68	0.6	1.826	0.1744	0.4991	4.92	0.3936	0.724	0.84	0.6	1.7892	0.2416	-0.1832	3.44	0.9664	0.548	1.48	1	2.4907	0.088	-7.2302	6
308	351	656	678	3029	2190	1397	327	194.32	5031.4976	3.2189	0	331	243.08	5222.7935	3.1634	0	387	518.24	7960.4219	3.108	0	694	438.6	22469.5176	3.2189	0	600	3041.0801	22755.4297	3.2189	0	928	1830.08	60056.875	3.2189	0	777	1005.12	49975.6211	3.2189	0	0	0	1	0	0	0	1	#NAME?	0	0	1	0	0	0	1	#NAME?	0.48	0.2496	0.82	0.36	0.36	1.2675	0.3024	74.1317	0.28	0.2016	0.76	0.48	0.48	1.2832	0.2992	26.6114	5.48	0.2496	0.76	0.48	0.48	1.4994	0.2416	1.5545	3.28	0.2816	0.74	0.52	0.52	1.5825	0.232	3.2841	1.64	0.2304	0.84	0.32	0.32	1.286	0.344	11.4759	6
288	365	696	672	3729	2241	1382	218	287	3421.9199	3.108	0	263	364.92	4223.6733	3.1634	0	375	661.36	7048.2314	3.1634	0	477	669.4	16291.9199	3.2189	0	1916	3081.28	226223.5	3.2189	0	1696	2118.6001	160565.9063	3.087	0	1834	1339.08	127822.1406	3.2189	0	0	0	1	0	0	0	1	#NAME?	0	0	1	0	0	0	1	#NAME?	0.96	0.0384	0.9	0.2	0.2	0.6592	0.6192	275.0572	0.88	0.1056	0.82	0.36	0.36	1.0201	0.424	105.8119	5.44	0.9664	0.564	1.64	1	2.588	0.0848	-9.4742	3.72	0.6816	0.644	1.48	0.84	1.9787	0.2064	-1.9138	2.36	0.5504	0.644	1	0.76	1.9113	0.1808	-0.3599	6
519	651	1067	1220	3079	3627	2950	489	354.64	28826.1484	3.2189	0	570	458.68	36555.9766	3.108	0	719	813.36	57189.5859	3.2189	0	1106	848.44	146818.8906	3.2189	0	2421	3313.3999	310795.6563	3.1634	0	2683	2543.6399	708326.1875	3.2189	0	2751	1770.12	745997.6875	3.2189	0	0.24	0.1824	0.88	0.24	0.24	0.9596	0.5008	10.7713	0.4	0.24	0.86	0.28	0.28	1.1859	0.3568	34.5314	1.2	0.24	0.84	0.32	0.32	1.2613	0.4016	9.3924	1.04	0.5984	0.68	0.64	0.64	1.7875	0.1872	5.2574	6.04	1.3984	0.648	1.28	0.8	2.3324	0.12	-2.4373	4.6	2.8	0.5287	3.32	1.32	2.6752	0.0848	-11.5743	3.08	2.6336	0.492	2.84	1.32	2.6989	0.0784	-11.7052	6
219	311	630	543	3072	1710	924	312	307.08	6762.7139	3.2189	0	359	409.2	8933.6797	3.108	0	539	766.8	17762.8809	3.2189	0	706	742.88	34782.2617	3.2189	0	931	3094.48	51905.6094	3.2189	0	1869	2249.04	291164.3438	3.2189	0	2202	1523.4	367218.9375	3.2189	0	0	0	1	0	0	0	1	#NAME?	0.16	0.1344	0.86	0.28	0.28	1.0322	0.4336	18.6913	1.04	0.0384	0.96	0.08	0.08	0.4433	0.7824	18.6192	1	0.16	0.84	0.32	0.32	1.2017	0.44	6.5634	5.56	0.2464	0.68	0.64	0.64	1.4542	0.2544	1.6636	4	1.2	0.624	1.52	0.88	2.2106	0.1264	-1.9931	2.68	1.4976	0.432	2	1.28	2.377	0.104	-3.9505	6
291	356	633	657	2732	2181	1470	233	285.16	3433.6543	3.0525	0	282	354.4	4520.8003	3.2189	0	350	636.52	6429.7686	3.2189	0	499	643.12	15820.1855	3.1634	0	713	2855.76	41522.5781	3.108	0	919	2164.3201	71159.3359	3.2189	0	921	1457.72	71092.2813	3.2189	0	0	0	1	0	0	0	1	#NAME?	0	0	0.94	0.12	0.12	0.3669	0.7888	#NAME?	0.92	0.0736	0.96	0.08	0.08	0.4988	0.7792	169.1723	0.84	0.1344	0.92	0.16	0.16	0.6905	0.6576	153.3322	5.12	0.2656	0.8	0.4	0.4	1.2419	0.3728	1.5601	3.8	0.32	0.748	0.6	0.52	1.7569	0.2256	0.3072	2.48	0.2496	0.704	0.88	0.64	1.638	0.216	3.2001	6
217	299	624	549	2437	1436	775	229	279.96	5560.8384	3.1634	0	270	374.84	7608.6943	3.1634	0	342	707.84	10940.6143	3.1634	0	534	696.48	30911.6074	3.108	0	1211	2707.04	88879	3.1634	0	1420	1841.88	146877.9219	3.2189	0	749	1028.64	61546.707	3.1634	0	0	0	1	0	0	0	1	#NAME?	0	0	1	0	0	0	1	#NAME?	1	0	1	0	0	0	1	677.0834	0.88	0.1056	0.86	0.28	0.28	0.915	0.5104	129.5721	4.8	0.4	0.76	0.48	0.48	1.6651	0.216	1.2704	3.28	0.6016	0.744	0.8	0.56	1.7834	0.2672	-1.7962	1.6	0.24	0.78	0.44	0.44	1.3568	0.264	23.1302	6
685	792	1176	1481	3147	2734	1924	538	376.2	21259.3594	3.2189	0	580	445.24	24946.4219	3.2189	0	763	790.04	38551.1563	3.2189	0	1137	831.2	95349.9219	3.2189	0	1436	3178.9199	81678.4609	3.2189	0	1648	2483.76	177932.2656	3.2189	0	1406	1563.8	149559.75	3.2189	0	0.2	0.16	0.86	0.28	0.28	1.0353	0.456	10.7713	0.24	0.1824	0.86	0.28	0.28	1.1253	0.4464	3.233	1.12	0.1856	0.808	0.48	0.4	1.3874	0.36	3.352	1.16	0.3744	0.664	0.96	0.72	1.9187	0.2	-2.8028	5.8	0.32	0.816	0.56	0.4	1.3304	0.3952	0.5134	4.52	0.7296	0.632	1.12	0.8	2.3588	0.104	-3.1858	2.72	0.6816	0.716	0.76	0.6	2.0539	0.1584	-1.9525	6
312	398	741	730	3304	2529	1662	338	376.72	8226.2813	3.1634	0	397	470.28	11735.3223	3.1634	0	552	808.04	16211.877	3.2189	0	739	872.44	39738.8867	3.1634	0	1441	3301.72	131972.6719	3.2189	0	1130	2624.4399	85548.0781	3.2189	0	1345	1680.28	91345.0078	3.2189	0	0.08	0.0736	0.9	0.2	0.2	0.635	0.6608	-3.2327	0.32	0.2176	0.82	0.36	0.36	1.2606	0.3216	26.6114	1.04	0.0384	0.96	0.08	0.08	0.4433	0.7824	18.6192	1.24	0.1824	0.848	0.4	0.32	1.1117	0.4496	6.182	5.88	0.7456	0.788	0.52	0.44	1.9566	0.168	-0.2676	4.88	0.3456	0.64	0.72	0.72	1.6833	0.1968	1.2934	2.96	0.4384	0.636	0.92	0.76	1.9815	0.1584	-0.7548	6
288	354	584	695	2440	2036	1543	32560	13277.6396	253224576	2.2424	0	32500	13319.2803	252144032	2.1869	0	32233	13474.4004	248137632	2.2978	0	32257	13519.4404	246984992	2.2424	0	30512	14592.4004	220221504	2.2978	0	30897	14342.04	226327328	2.2978	0	31549	14042.8398	233749152	2.2978	0	25.2	952.56	0.7601	952.56	15.12	0.9422	0.4432	-0.0004	25.2	952.5599	0.7201	952.64	15.2	1.1778	0.36	-0.0007	25.8	922.5601	0.7601	922.56	14.88	0.9422	0.4432	-0.0001	25.76	924.5823	0.7201	927.64	15	1.3414	0.3408	-0.0015	27.76	828.0223	0.5801	831.12	14.48	1.9442	0.1552	-0.003	27.4	845.0399	0.5601	845.36	14.64	1.8887	0.1584	-0.002	26.84	871.8143	0.6441	874.2	14.76	1.577	0.2448	-0.0015	6
400	566	904	940	3345	2852	2201	311	349.24	7333.7822	3.1634	0	424	464.6	12001.0391	3.2189	0	445	859.84	15489.6543	3.2189	0	693	826.04	36592.6758	3.2189	0	1807	3513.52	284712.0938	3.1634	0	1907	2698.72	167976.8281	3.2189	0	2563	1863.48	313573.125	3.2189	0	0.04	0.0384	0.98	0.04	0.04	0.1679	0.9232	#NAME?	0.36	0.2304	0.76	0.48	0.48	1.2416	0.3184	10.7713	1.12	0.1056	0.9	0.2	0.2	0.635	0.6608	28.1175	1.16	0.2144	0.78	0.44	0.44	1.2318	0.376	21.3018	6.48	1.2096	0.532	1.32	1	2.1925	0.12	-0.4911	4.96	0.6784	0.6264	1.6	0.88	1.8349	0.1872	0.1143	3.28	1.3216	0.5487	2.8	1.2	2.2898	0.1104	-2.2252	6
279	363	682	672	3154	2440	1715	174	280.56	2059.6064	3.2189	0	188	364.48	2312.9697	3.108	0	250	714.52	3508.3296	3.1634	0	388	676.16	10335.7324	3.1634	0	916	3309.8	55849.4297	3.2189	0	843	2252.9199	45295.5195	3.1634	0	1098	1438.2	83877.9219	3.1634	0	0	0	1	0	0	0	1	#NAME?	0	0	1	0	0	0	1	#NAME?	1	0	1	0	0	0	1	677.0834	0.92	0.0736	0.9	0.2	0.2	0.635	0.6608	155.7662	6.04	0.2784	0.788	0.52	0.44	1.5315	0.312	0.4821	3.92	0.2336	0.78	0.44	0.44	1.5228	0.2704	1.9775	2.48	0.4896	0.64	1.2	0.8	2.1343	0.1328	-1.9939	6
209	283	555	491	3319	1946	1043	496	253.68	17472.6992	3.108	0	605	320.96	27031.3203	3.2189	0	1007	604.16	60774.3711	3.2189	0	1164	564.88	94310.9063	3.2189	0	1149	2985.28	68782.2031	3.2189	0	2105	1805.64	280638.1875	3.2189	0	1720	1021.08	201280.8594	3.2189	0	0.04	0.0384	0.96	0.08	0.08	0.3342	0.8496	-3.2327	0.16	0.1344	0.94	0.12	0.12	0.7114	0.6544	10.7713	0.64	0.3904	0.76	0.48	0.48	1.6097	0.232	5.0347	0.56	0.4064	0.76	0.48	0.48	1.5437	0.2672	5.0347	5.32	0.2976	0.676	0.84	0.68	1.5758	0.2352	1.0953	3.2	1.28	0.72	0.56	0.56	2.0997	0.1328	-0.6391	1.72	0.8416	0.78	0.44	0.44	1.7569	0.2256	-0.6888	6
239	330	648	794	2569	2043	1410	110	246.4	593.6	2.9971	0	197	339.12	1494.9855	3.0525	0	213	648.76	2065.0623	3.0525	0	332	814.68	5377.417	3.108	0	836	2569.3201	27146.8555	3.1634	0	331	2157.8799	11036.7461	3.2189	0	389	1533.4	10683.2773	3.1634	0	0	0	1	0	0	0	1	#NAME?	0	0	1	0	0	0	1	#NAME?	1	0	1	0	0	0	1	677.0834	1	0	0.98	0.04	0.04	0.1679	0.9232	80.6123	4.48	0.2496	0.72	0.56	0.56	1.3715	0.2576	3.1214	4	0	0.98	0.04	0.04	0.1679	0.9232	15.6827	2.76	0.1824	0.82	0.36	0.36	1.0504	0.4272	11.7372	6
368	479	852	897	3318	2774	1816	840	508.68	69411.2578	3.2189	0	1008	627.04	94991.0703	3.2189	0	1393	1105.64	190029.5	3.2189	0	1927	1218.84	366351.7188	3.2189	0	1563	3424.6799	117336.3047	3.2189	0	2531	2765.3999	642269.0625	3.2189	0	2514	1887.76	588373.75	3.2189	0	0.4	0.4	0.82	0.36	0.36	1.3664	0.3568	1.6782	0.68	0.6176	0.76	0.48	0.48	1.6906	0.2032	5.7718	1.64	0.7904	0.808	0.48	0.4	1.6516	0.2768	-0.9642	1.92	1.2736	0.716	0.76	0.6	1.9989	0.1744	-2.8905	6.28	0.5216	0.708	0.68	0.6	1.8904	0.184	-0.1548	5	2.72	0.4784	2.76	1.32	2.7889	0.0688	-17.3543	3.4	2.32	0.572	1.72	1	2.5643	0.0976	-13.3508	6
193	258	492	455	2199	1289	813	251	187.88	5812.5854	3.087	0	284	243.8	8958.3994	3.108	0	460	477.8	16810.959	3.2189	0	634	426.04	32704.4336	3.108	0	1823	2310.1599	243407.4063	3.2189	0	2145	1431.96	461734.875	3.2189	0	1770	912.28	329357.3438	3.2189	0	0	0	1	0	0	0	1	#NAME?	0	0	1	0	0	0	1	#NAME?	0.32	0.2176	0.86	0.28	0.28	1.2096	0.3504	34.5314	0.28	0.2016	0.84	0.32	0.32	1.0849	0.4208	10.7713	4.04	1.0784	0.74	1	0.6	2.2095	0.1424	-3.37	2.36	2.0704	0.668	1.24	0.76	2.2859	0.136	-4.2196	1.4	1.12	0.736	0.72	0.56	2.0986	0.1488	-2.1127	6
