900	1070	1709	2226	3128	3344	2552	806	744.92	33699.9102	3.2189	0	956	914.76	48228.5	3.1634	0	1549	1524.64	144105.2656	3.2189	0	2419	1911.92	340319.1875	3.2189	0	1862	3090.96	311463.625	3.2189	0	2067	2989.52	289244.5	3.2189	0	2002	2194.0801	288915.5	3.2189	0	0.92	0.1536	0.92	0.16	0.16	0.5296	0.7216	50.2841	1.44	0.3264	0.7	0.6	0.6	1.4716	0.2448	17.3156	3.32	0.6176	0.644	1	0.76	1.7551	0.2192	0.6878	3.6	1.36	0.544	2.16	1.12	2.2452	0.1392	-5.4208	5.76	1.2224	0.588	1.4	0.92	2.3351	0.1104	-2.3685	5.68	1.3376	0.496	2.16	1.2	2.4352	0.0976	-3.4905	3.96	1.1584	0.492	2.36	1.24	2.2095	0.1424	-3.4984	6
334	480	721	810	2808	2760	2466	380	324.52	9676.4893	3.087	0	488	427.12	14736.9854	3.108	0	590	744.92	26016.2305	3.1634	0	870	783.12	50524.7422	3.2189	0	1177	2731.8401	75111.4922	3.2189	0	1504	2345.1599	132331.8281	3.2189	0	1676	1790.16	183538.4531	3.1634	0	0	0	0.98	0.04	0.04	0.1679	0.9232	#NAME?	0.48	0.2496	0.78	0.44	0.44	1.3568	0.264	58.2916	1.68	0.2176	0.88	0.24	0.24	0.9907	0.4656	31.2327	1.48	0.2496	0.74	0.52	0.52	1.384	0.2512	21.4245	5.04	0.3584	0.724	0.84	0.6	1.7206	0.2128	0.6627	4.28	0.6016	0.62	1.24	0.84	2.1161	0.1392	-0.9944	3.08	0.8736	0.584	1.6	0.96	2.3351	0.1104	-4.6545	6
318	397	816	711	3117	2286	1253	533	336.64	10361.9102	3.2189	0	573	410.44	13006.8867	3.2189	0	742	824.12	24567.7031	3.2189	0	1214	755.6	52051.3594	3.108	0	1900	3066.0801	270909.0625	3.2189	0	1789	2099.6399	322446.0938	3.2189	0	1336	1153.88	157824.9844	3.2189	0	0.04	0.0384	0.98	0.04	0.04	0.1679	0.9232	#NAME?	0.48	0.2496	0.7	0.6	0.6	1.3568	0.264	26.6114	1.88	0.1856	0.92	0.16	0.16	0.8702	0.5936	14.084	1.36	0.3904	0.716	0.76	0.6	1.4905	0.2672	4.3905	5.84	1.0144	0.476	2.2	1.24	2.5252	0.088	-5.9783	3.76	1.2224	0.608	1.36	0.88	2.5116	0.0912	-9.4539	1.92	0.7136	0.688	0.72	0.64	1.9787	0.1488	0.8002	6
305	419	712	697	2884	2207	1349	766	423.64	56871.5859	3.2189	0	904	514.32	74344.8594	3.1634	0	1288	989	178916.7813	3.2189	0	1869	1038.4	417873.125	3.2189	0	1352	3114.8	123970	3.2189	0	2396	2434.5601	426304.9375	3.2189	0	1719	1490.76	268486.4688	3.2189	0	0.28	0.2016	0.9	0.2	0.2	0.7605	0.5648	25.8049	0.6	0.48	0.788	0.52	0.44	1.5169	0.296	-0.4576	2.08	0.7936	0.724	0.84	0.6	1.8706	0.1776	0.2098	1.96	1.5584	0.748	1.56	0.68	1.4219	0.3536	-0.087	5.76	0.5824	0.54	1.4	1	1.9578	0.152	0.2218	4.44	1.6864	0.58	1.8	1	2.0222	0.168	-1.1535	2.52	1.1296	0.604	1.08	0.84	2.1025	0.1424	-2.1655	6
459	603	975	1071	3174	2415	1542	739	577.64	42610.4648	3.2189	0	880	728.16	60555.4102	3.1634	0	1163	1233.5601	110663.6016	3.2189	0	1665	1369.5601	238074.8125	3.2189	0	1299	2830.1201	76410.5078	3.2189	0	2364	2493.52	365890.9375	3.2189	0	2187	1828.16	362817.125	3.2189	0	0.64	0.2304	0.82	0.36	0.36	1.2226	0.3088	58.2916	1.04	0.2784	0.84	0.32	0.32	1.2995	0.3408	11.6759	2.64	0.6304	0.68	0.64	0.64	1.767	0.1968	2.9542	2.64	0.7904	0.632	1.12	0.8	2.2061	0.1168	-2.3484	5.32	0.3776	0.636	0.92	0.76	1.788	0.2	0.4074	4.6	1.36	0.508	1.56	1.08	2.3351	0.1104	-3.0676	3.16	1.5744	0.596	1.48	0.92	2.4561	0.0944	-6.2554	6
502	626	972	1192	2537	2678	2077	416	372.16	9112.373	3.2189	0	524	470.68	12930.458	3.0525	0	637	816.84	16752.5332	3.1634	0	961	893.64	48170.0625	3.2189	0	999	2855.6799	81963.5859	3.2189	0	979	2418.3999	66455.2734	3.2189	0	1344	1742.92	120713.8984	3.2189	0	0.04	0.0384	0.94	0.12	0.12	0.4433	0.7824	-3.2327	0.76	0.1824	0.94	0.12	0.12	0.7174	0.6064	275.0572	1.92	0.0736	0.96	0.08	0.08	0.4988	0.7792	37.2028	1.8	0.24	0.88	0.24	0.24	1.1808	0.4432	6.3676	5.36	0.3104	0.756	0.68	0.52	1.427	0.3056	0.7621	4.36	0.3904	0.724	0.84	0.6	1.6324	0.216	1.5546	3.04	0.5184	0.664	0.96	0.72	1.943	0.1712	-0.3073	6
483	628	1032	1134	1791	1618	1366	472	404.76	28071.9395	3.1634	0	635	539.6	51655.3555	3.1634	0	686	898.24	61875.5391	3.2189	0	1073	955.92	143709.2031	3.2189	0	2337	2029.64	302713.7813	3.2189	0	1814	1794.72	224350.2656	3.2189	0	1371	1318.64	223822.9531	3.2189	0	0.32	0.2176	0.9	0.2	0.2	1.0008	0.4624	26.6114	0.6	0.24	0.88	0.24	0.24	1.185	0.3312	74.1317	1.84	0.4544	0.78	0.44	0.44	1.7348	0.2	1.7555	1.92	0.7136	0.76	0.48	0.48	1.6523	0.2288	2.226	3.68	1.0976	0.4344	3.52	1.52	2.4879	0.0976	-5.3839	3.28	1.0816	0.564	2.12	1.08	2.1998	0.152	-3.7957	2.24	0.6624	0.724	0.84	0.6	1.8671	0.184	2.9246	6
315	415	769	758	2911	2334	1605	446	344.28	10394.041	3.2189	0	488	434.52	12675.0508	3.0525	0	547	781.24	16369.7852	3.1634	0	1018	823.28	54142.7578	3.1634	0	1770	2680.0801	220229.0313	3.1634	0	2028	2120.3601	232088.0469	3.2189	0	1932	1465.4	209481.75	3.1634	0	0.08	0.0736	0.9	0.2	0.2	0.635	0.6608	-3.2327	0.56	0.2464	0.72	0.56	0.56	1.3625	0.2608	50.3715	1.84	0.1344	0.9	0.2	0.2	0.6005	0.6672	21.8238	1.52	0.3296	0.688	0.72	0.64	1.5673	0.232	10.1716	5	0.8	0.672	1.04	0.72	1.8915	0.168	0.4996	3.76	0.9024	0.648	1.28	0.8	2.0889	0.1648	-2.2852	2.52	1.0496	0.612	1.64	0.92	1.9916	0.168	0.2123	6
461	588	1039	1094	2899	2530	1920	690	424.52	35839.207	3.108	0	846	538.64	54479.7461	3.1634	0	1184	950.56	103561.4375	3.2189	0	1569	1007.84	186283.5625	3.1634	0	1409	3032.5601	124210.6484	3.2189	0	1924	2243.0801	226994.2344	3.2189	0	1663	1536.36	248866.0781	3.2189	0	0.24	0.1824	0.9	0.2	0.2	0.8605	0.552	10.7713	0.64	0.3904	0.888	0.32	0.24	1.3959	0.3056	5.2179	2.16	0.3744	0.86	0.28	0.28	1.105	0.488	2.9398	1.8	0.88	0.844	0.6	0.36	1.7015	0.2416	-0.592	5.6	0.48	0.736	0.72	0.56	1.8984	0.1808	-0.3015	4	0.72	0.656	0.88	0.72	2.1106	0.1392	-1.3688	2.56	1.0464	0.604	1.08	0.84	2.1688	0.1264	-1.9195	6
331	438	699	771	3104	2554	1735	320	418.24	6888.9824	3.1634	0	360	513.32	8605.7373	3.2189	0	358	838.08	8926.2334	3.1634	0	711	962.72	34102.3594	3.2189	0	1245	2981	89763.9922	3.2189	0	763	2660.8401	44227.0117	3.2189	0	1347	1900.08	126056.3984	3.2189	0	0.12	0.1056	0.88	0.24	0.24	0.7174	0.6064	-3.2327	0.84	0.1344	0.82	0.36	0.36	0.9007	0.4752	123.8469	1.96	0.0384	0.94	0.12	0.12	0.4433	0.7824	41.3584	1.8	0.16	0.82	0.36	0.36	1.0504	0.4272	31.2327	5.6	0.48	0.668	0.76	0.68	1.9679	0.1616	-0.2046	4.84	0.2144	0.768	0.56	0.48	1.3414	0.3408	1.3263	3.24	0.5024	0.68	1.12	0.72	2.0013	0.1584	-0.5257	6
341	426	747	747	2884	2304	1561	267	207.4	4239.5996	3.2189	0	264	264.72	4564.2012	3.2189	0	293	570	7419.1201	3.2189	0	569	467.84	19153.7344	3.1634	0	1197	3066.8799	80329.7813	3.2189	0	858	1982.08	39774.875	3.1634	0	936	1053.36	47752.5508	3.2189	0	0	0	1	0	0	0	1	#NAME?	0.08	0.0736	0.92	0.16	0.16	0.5506	0.7184	-3.2327	1.16	0.1344	0.82	0.36	0.36	0.9007	0.4752	32.1228	0.96	0.1184	0.888	0.32	0.24	0.9257	0.5904	14.6156	5.8	0.4	0.728	1.12	0.64	1.7332	0.232	0.2252	3.6	0.24	0.82	0.36	0.36	1.2982	0.2992	5.4187	1.76	0.3424	0.796	0.6	0.44	1.5437	0.2672	6.2117	6
416	490	819	1013	3231	2581	1608	302	366.08	6221.9941	3.0316	0	349	454.28	8297.5596	3.2189	0	488	785.8	13991.1201	3.2189	0	679	845.6	33282.3984	3.2189	0	1266	3130.1201	71597.8594	3.2189	0	1284	2476.8	102920.0078	3.1634	0	1170	1609.16	82056.2969	3.2189	0	0	0	1	0	0	0	1	#NAME?	0.76	0.1824	0.84	0.32	0.32	1.1594	0.3504	89.9718	1.8	0.16	0.88	0.24	0.24	1.0353	0.456	31.2327	1.64	0.2304	0.78	0.44	0.44	1.3262	0.2768	23.1302	5.92	0.3136	0.676	0.84	0.68	1.6651	0.2288	0.5258	4.6	0.48	0.684	0.92	0.68	1.8106	0.216	0.3531	2.72	0.4416	0.692	1	0.68	1.8887	0.216	-1.2001	6
701	864	1276	1622	2910	3461	2833	621	410.96	46329.2422	3.2189	0	718	524.08	66164.3203	3.0525	0	1047	863.88	102404.9844	3.2189	0	1600	989.72	268815.4063	3.2189	0	1250	2897.28	119678.6719	3.1634	0	2397	2478.28	626674.75	3.1634	0	2309	1712.72	560508.75	3.2189	0	0.36	0.2304	0.82	0.36	0.36	1.1914	0.3568	18.6913	0.6	0.24	0.86	0.28	0.28	1.2069	0.3184	66.2116	1.92	0.5536	0.628	0.84	0.76	1.5855	0.2256	5.0957	1.8	1.12	0.648	1.28	0.8	2.1789	0.1552	-3.8546	5.28	0.4416	0.676	0.84	0.68	2.0024	0.1552	-0.1658	4.52	2.4096	0.4864	2.84	1.32	2.8862	0.0592	-23.2862	2.92	1.9936	0.492	2.36	1.24	2.588	0.0848	-8.7952	6
254	353	646	616	2749	1816	1074	442	330	12063.3594	3.087	0	562	430.96	20138.6758	3.2189	0	778	797.52	33773.4453	3.1634	0	1007	787.28	62556.6836	3.2189	0	876	2863.96	44386.6719	3.2189	0	1772	2103.96	246763.0625	3.2189	0	1794	1385.4399	267648	3.2189	0	0.08	0.0736	0.92	0.16	0.16	0.7038	0.6096	25.8049	0.4	0.24	0.82	0.36	0.36	1.3212	0.28	50.3715	1.88	0.2656	0.8	0.4	0.4	1.4716	0.296	6.3524	1.4	0.32	0.76	0.48	0.48	1.5487	0.2544	2.7896	5.36	0.3104	0.688	0.72	0.64	1.4026	0.2704	1.4487	3.8	0.96	0.58	1.32	0.92	2.4007	0.104	-5.8073	2.2	1.04	0.56	1.84	1.04	2.4534	0.104	-9.8442	6
320	405	659	719	2803	2108	1369	310	308.2	6045.7603	3.108	0	335	383.92	7090.7139	3.1634	0	357	680.96	9081.957	3.1634	0	670	695.16	28038.6133	3.1634	0	1036	2999.52	39068.0859	3.2189	0	778	2325.2	37356.793	3.108	0	912	1475.92	50731.3555	3.2189	0	0	0	1	0	0	0	1	#NAME?	0.36	0.2304	0.76	0.48	0.48	1.3393	0.2736	26.6114	1.52	0.2496	0.74	0.52	0.52	1.3443	0.2704	23.9831	1.24	0.1824	0.82	0.36	0.36	1.1914	0.3568	15.8807	5.64	0.3104	0.76	0.48	0.48	1.4773	0.2416	1.2563	4.24	0.2624	0.76	0.48	0.48	1.5142	0.2608	1.7937	2.44	0.4064	0.8	0.4	0.4	1.5906	0.2544	4.0904	6
322	417	830	781	3006	2137	1210	306	295	4945.5996	3.1634	0	318	390.96	6043.1582	3.1634	0	472	815.2	11170.4795	3.1634	0	698	719.12	25941.4648	3.108	0	1674	3300.2	223495.3438	3.2189	0	824	2238.72	59859.7188	3.2189	0	427	1235.72	15807.0801	3.1634	0	0	0	1	0	0	0	1	#NAME?	0.36	0.2304	0.7	0.6	0.6	1.3241	0.2832	26.6114	1.96	0.0384	0.98	0.04	0.04	0.1679	0.9232	76.6322	1.2	0.16	0.8	0.4	0.4	1.1734	0.3536	16.3072	6.16	0.6944	0.716	0.76	0.6	2.0261	0.1488	-0.1543	4.16	0.2944	0.82	0.36	0.36	1.3564	0.2992	1.9015	2	0	0.9	0.2	0.2	0.5004	0.68	33.2894	6
625	722	1161	1370	2833	3111	2367	528	396.6	14445.4385	3.1634	0	590	469.48	17596.1719	3.1634	0	767	812.4	30274.3203	3.2189	0	1133	921.92	79438.7031	3.2189	0	1274	2840.4399	79899.9219	3.1634	0	1417	2605.4399	157386.8125	3.2189	0	1506	1669.48	152139.2188	3.2189	0	0.12	0.1056	0.9	0.2	0.2	0.635	0.6608	-3.2327	0.68	0.2176	0.8	0.4	0.4	1.2505	0.3248	89.9718	1.84	0.2144	0.84	0.32	0.32	1.1672	0.4464	6.5874	1.8	0.4	0.668	0.76	0.68	1.8179	0.1776	2.9103	5.28	0.3616	0.82	0.36	0.36	1.4587	0.264	1.5708	4.76	0.6624	0.628	1.32	0.84	2.1161	0.1392	-0.9257	2.8	0.56	0.664	0.96	0.72	2.0013	0.1584	-0.5409	6
314	385	728	724	3114	2215	1320	292	314.6	5241.3599	3.1634	0	354	397.4	8002.4795	3.108	0	410	742.84	11608.374	3.2189	0	677	729.52	26392.8906	3.1634	0	1378	3037.8	136039.8281	3.2189	0	1040	2154.8799	69458.1875	3.108	0	1010	1285.48	51739.6875	3.2189	0	0	0	0.98	0.04	0.04	0.1679	0.9232	#NAME?	0.36	0.2304	0.74	0.52	0.52	1.3393	0.2736	34.5314	1.76	0.1824	0.84	0.32	0.32	0.9907	0.4656	32.0855	1.28	0.2016	0.72	0.56	0.56	1.2595	0.3056	16.7336	5.68	0.6976	0.68	0.64	0.64	2.0024	0.1552	-0.178	3.88	0.3456	0.748	0.6	0.52	1.8078	0.2064	0.4478	2.16	0.2144	0.828	0.44	0.36	1.2333	0.3568	7.2196	6
342	408	667	818	2377	2224	1511	32593	13277.3604	253233632	2.2978	0	32539	13316.8398	252208960	2.2978	0	32297	13472.5195	248187856	2.2978	0	32330	13519.3203	246997296	2.2978	0	30699	14561.3604	220983008	2.2978	0	30896	14360.9199	225870800	2.2978	0	31648	14004.4805	234722032	2.2978	0	25.2	952.56	0.7601	952.56	15.12	0.9422	0.4432	-0.0004	25.36	944.6304	0.6601	942.76	15.24	1.8117	0.1872	-0.0019	25.96	914.7584	0.6201	908.08	15.04	1.8349	0.1744	-0.0019	26	912.8	0.6001	908.12	15.08	1.8598	0.1648	-0.0019	27.84	824.2944	0.6201	826.3599	14.36	1.8807	0.1616	-0.0024	27.48	841.2096	0.6601	840.4	14.4	1.5669	0.248	-0.0012	26.76	875.7823	0.6201	878.8	14.8	1.926	0.1616	-0.0026	6
421	549	987	981	2789	2888	2338	281	364.24	6913.3018	3.087	0	395	487.16	11254.1348	3.2189	0	450	871.92	15690.873	3.2189	0	631	853	34882.5547	3.2189	0	1933	2980.8401	297465.1563	3.2189	0	1388	2496.72	99974.6016	3.2189	0	1350	1710.84	134041.8906	3.2189	0	0	0	0.98	0.04	0.04	0.1679	0.9232	#NAME?	0.76	0.1824	0.82	0.36	0.36	1.204	0.3408	89.9718	1.88	0.1056	0.9	0.2	0.2	0.9505	0.5424	13.7114	1.68	0.2176	0.76	0.48	0.48	1.4343	0.2608	9.4266	5.56	1.1264	0.532	1.8	1.08	2.1925	0.12	-0.6337	4.6	0.48	0.692	1	0.68	1.888	0.1808	0.4198	2.96	0.5984	0.628	1.32	0.84	2.158	0.1392	-3.5282	6
371	440	789	871	2880	2535	1695	303	308.08	4635.2734	3.087	0	336	392.12	6779.5449	3.108	0	396	723.84	8143.9736	3.2189	0	679	730.16	23404.0547	3.1634	0	564	2967.4399	25528.8066	3.1634	0	905	2140.52	40849.1289	3.2189	0	798	1346.16	58120.8516	3.2189	0	0	0	1	0	0	0	1	#NAME?	0.4	0.24	0.78	0.44	0.44	1.3541	0.2672	34.5314	1.72	0.2016	0.82	0.36	0.36	1.2096	0.3504	28.674	1.32	0.2176	0.86	0.28	0.28	1.2096	0.3504	17.5865	5.48	0.2496	0.72	0.56	0.56	1.3568	0.264	2.0429	3.88	0.1856	0.82	0.36	0.36	1.3232	0.3472	1.8499	2.32	0.2976	0.748	0.6	0.52	1.7562	0.1968	4.0141	6
276	353	695	628	2976	2288	1364	543	298	30934.8789	2.9416	0	691	384.4	48451.0391	3.2189	0	923	714.72	83459.6406	3.2189	0	1203	671.6	147791.2031	3.2189	0	1130	2706.6001	68209.9219	3.2189	0	2342	2125.4399	408940	3.2189	0	2613	1336.4	462818.125	3.1634	0	0.16	0.1344	0.86	0.28	0.28	0.9387	0.504	2.8512	0.4	0.24	0.92	0.16	0.16	1.1088	0.3856	58.2916	1.56	0.3264	0.9	0.2	0.2	1.3173	0.3344	4.3901	1.16	0.6944	0.86	0.28	0.28	1.8112	0.1936	0.7313	5.12	0.3456	0.72	0.56	0.56	1.5379	0.2288	1.9019	3.8	1.36	0.728	0.64	0.56	2.3316	0.1104	-3.1957	2.16	2.2144	0.668	1.24	0.76	2.3968	0.1232	-4.013	6
355	502	899	1134	2361	2420	1978	144	325.68	963.8977	2.9761	0	261	451.16	3096.9346	3.1634	0	229	800.44	3062.8862	3.108	0	441	1043.6801	8824.2969	3.2189	0	493	2451.3201	13003.0977	3.1634	0	492	2504.3601	16989.1875	3.2189	0	992	2077	42742.0781	3.1634	0	0	0	1	0	0	0	1	#NAME?	0.76	0.1824	0.84	0.32	0.32	1.095	0.4176	113.732	2	0	1	0	0	0	1	169.2708	2	0	1	0	0	0	1	169.2708	4.52	0.2496	0.8	0.4	0.4	1.3568	0.264	3.0737	4.68	0.2176	0.7	0.6	0.6	1.277	0.296	3.2713	3.6	0.32	0.656	0.88	0.72	1.5673	0.232	1.8934	6
355	434	877	860	3379	2479	1623	758	389.64	35838.3086	3.087	0	821	485.8	46857.1992	3.1634	0	1152	931.84	99379.25	3.1634	0	1992	969.56	253720.5625	3.2189	0	1294	3218.8799	89077.625	3.2189	0	3415	2348.52	513588.4063	3.2189	0	5306	1548.4	1042441.125	3.1634	0	0.24	0.1824	0.94	0.12	0.12	0.7174	0.6064	40.4668	0.52	0.4096	0.86	0.28	0.28	1.427	0.3056	2.2381	2.24	0.4224	0.88	0.24	0.24	1.1259	0.4848	3.5523	1.76	1.1424	0.816	0.56	0.4	1.707	0.2736	-1.8366	6	0.4	0.756	0.68	0.52	1.7015	0.2288	0.4972	4.24	2.1824	0.6584	1.44	0.8	2.033	0.1616	-0.9109	2.6	4.24	0.7286	3.12	0.8	1.7101	0.2576	-0.4841	6
